rulename,tag
alter_tablespace_stmt,DDL_ALTER
alter_undo_tablespace_stmt,DDL_ALTER
alter_server_stmt,SERVER_ADMIN
alter_user_stmt,PRIVILEGES_SECURITY
opt_replace_password,PRIVILEGES_SECURITY
alter_resource_group_stmt,SERVER_ADMIN
alter_user_command,PRIVILEGES_SECURITY
opt_user_attribute,PRIVILEGES_SECURITY
opt_account_lock_password_expire_options,PRIVILEGES_SECURITY
opt_account_lock_password_expire_option_list,PRIVILEGES_SECURITY
opt_account_lock_password_expire_option,PRIVILEGES_SECURITY
connect_options,STATEMENT_MANAGEMENT
connect_option_list,STATEMENT_MANAGEMENT
connect_option,STATEMENT_MANAGEMENT
user_func,PROCEDURAL_LOGIC
ev_alter_on_schedule_completion,DDL_ALTER
opt_ev_rename_to,DDL_ALTER
opt_ev_sql_stmt,DDL_ALTER
ident_or_empty,EXPRESSION_LOGIC
opt_alter_table_actions,DDL_ALTER
standalone_alter_table_action,DDL_ALTER
alter_table_partition_options,PARTITIONING_STORAGE
opt_alter_command_list,DDL_ALTER
standalone_alter_commands,DDL_ALTER
opt_with_validation,DDL_ALTER
all_or_alt_part_name_list,PARTITIONING_STORAGE
alter_list,DDL_ALTER
alter_commands_modifier_list,DDL_ALTER
alter_list_item,DDL_ALTER
alter_commands_modifier,DDL_ALTER
opt_index_lock_and_algorithm,PARTITIONING_STORAGE
alter_algorithm_option,PARTITIONING_STORAGE
alter_algorithm_option_value,PARTITIONING_STORAGE
alter_lock_option,PARTITIONING_STORAGE
alter_lock_option_value,PARTITIONING_STORAGE
opt_column,DDL_ALTER
opt_ignore,DML_MAINTENANCE
opt_restrict,DML_MAINTENANCE
opt_place,PARTITIONING_STORAGE
opt_to,DDL_ALTER
group_replication,REPLICATION_MANAGEMENT
group_replication_start,REPLICATION_MANAGEMENT
opt_group_replication_start_options,REPLICATION_MANAGEMENT
group_replication_start_options,REPLICATION_MANAGEMENT
group_replication_start_option,REPLICATION_MANAGEMENT
group_replication_user,REPLICATION_MANAGEMENT
group_replication_password,REPLICATION_MANAGEMENT
group_replication_plugin_auth,REPLICATION_MANAGEMENT
stop_replica_stmt,REPLICATION_MANAGEMENT
start_replica_stmt,REPLICATION_MANAGEMENT
1235_43,REPLICATION_MANAGEMENT
1236_44,REPLICATION_MANAGEMENT
start,TRANSACTION_CONTROL
opt_start_transaction_option_list,TRANSACTION_CONTROL
start_transaction_option_list,TRANSACTION_CONTROL
start_transaction_option,TRANSACTION_CONTROL
opt_user_option,PRIVILEGES_SECURITY
opt_password_option,PRIVILEGES_SECURITY
opt_default_auth_option,PRIVILEGES_SECURITY
opt_plugin_dir_option,SERVER_ADMIN
opt_replica_thread_option_list,REPLICATION_MANAGEMENT
replica_thread_option_list,REPLICATION_MANAGEMENT
replica_thread_option,REPLICATION_MANAGEMENT
opt_replica_until,REPLICATION_MANAGEMENT
replica_until,REPLICATION_MANAGEMENT
checksum,DML_MAINTENANCE
opt_checksum_type,DML_MAINTENANCE
repair_table_stmt,DML_MAINTENANCE
opt_mi_repair_types,DML_MAINTENANCE
mi_repair_types,DML_MAINTENANCE
mi_repair_type,DML_MAINTENANCE
analyze_table_stmt,DML_MAINTENANCE
opt_histogram_auto_update,DML_MAINTENANCE
opt_histogram_num_buckets,DML_MAINTENANCE
opt_histogram_update_param,DML_MAINTENANCE
opt_histogram,DML_MAINTENANCE
binlog_base64_event,REPLICATION_MANAGEMENT
check_table_stmt,DML_MAINTENANCE
opt_mi_check_types,DML_MAINTENANCE
mi_check_types,DML_MAINTENANCE
mi_check_type,DML_MAINTENANCE
optimize_table_stmt,DML_MAINTENANCE
opt_no_write_to_binlog,REPLICATION_MANAGEMENT
rename,DDL_ALTER
1269_45,DDL_ALTER
rename_list,DDL_ALTER
table_to_table_list,DDL_ALTER
table_to_table,DDL_ALTER
keycache_stmt,PARTITIONING_STORAGE
keycache_list,PARTITIONING_STORAGE
assign_to_keycache,PARTITIONING_STORAGE
key_cache_name,PARTITIONING_STORAGE
preload_stmt,PARTITIONING_STORAGE
preload_list,PARTITIONING_STORAGE
preload_keys,PARTITIONING_STORAGE
adm_partition,PARTITIONING_STORAGE
opt_cache_key_list,PARTITIONING_STORAGE
opt_ignore_leaves,PARTITIONING_STORAGE
select_stmt,DML_SELECT
select_stmt_with_into,DML_SELECT
query_expression,DML_SELECT
query_expression_body,DML_SELECT
query_expression_parens,DML_SELECT
query_primary,DML_SELECT
query_specification,DML_SELECT
opt_from_clause,DML_SELECT
from_clause,DML_SELECT
from_tables,DML_SELECT
table_reference_list,DML_SELECT
table_value_constructor,DML_SELECT
explicit_table,DML_SELECT
select_options,DML_SELECT
select_option_list,DML_SELECT
select_option,DML_SELECT
locking_clause_list,TRANSACTION_CONTROL
locking_clause,TRANSACTION_CONTROL
lock_strength,TRANSACTION_CONTROL
table_locking_list,TRANSACTION_CONTROL
opt_locked_row_action,TRANSACTION_CONTROL
locked_row_action,TRANSACTION_CONTROL
select_item_list,DML_SELECT
select_item,DML_SELECT
select_alias,DML_SELECT
optional_braces,EXPRESSION_LOGIC
expr,EXPRESSION_LOGIC
bool_pri,EXPRESSION_LOGIC
predicate,EXPRESSION_LOGIC
opt_of,EXPRESSION_LOGIC
bit_expr,EXPRESSION_LOGIC
or,EXPRESSION_LOGIC
and,EXPRESSION_LOGIC
not,EXPRESSION_LOGIC
not2,EXPRESSION_LOGIC
comp_op,EXPRESSION_LOGIC
all_or_any,EXPRESSION_LOGIC
simple_expr,EXPRESSION_LOGIC
opt_array_cast,EXPRESSION_LOGIC
function_call_keyword,EXPRESSION_LOGIC
function_call_nonkeyword,EXPRESSION_LOGIC
opt_returning_type,EXPRESSION_LOGIC
function_call_conflict,EXPRESSION_LOGIC
geometry_function,EXPRESSION_LOGIC
function_call_generic,EXPRESSION_LOGIC
fulltext_options,DML_SELECT
opt_natural_language_mode,DML_SELECT
opt_query_expansion,DML_SELECT
opt_udf_expr_list,EXPRESSION_LOGIC
udf_expr_list,EXPRESSION_LOGIC
udf_expr,EXPRESSION_LOGIC
set_function_specification,EXPRESSION_LOGIC
sum_expr,EXPRESSION_LOGIC
sampling_method,DML_SELECT
sampling_percentage,DML_SELECT
opt_tablesample_clause,DML_SELECT
window_func_call,WINDOW_ANALYTICS
opt_lead_lag_info,WINDOW_ANALYTICS
stable_integer,WINDOW_ANALYTICS
param_or_var,WINDOW_ANALYTICS
opt_ll_default,WINDOW_ANALYTICS
opt_null_treatment,WINDOW_ANALYTICS
opt_from_first_last,WINDOW_ANALYTICS
opt_windowing_clause,WINDOW_ANALYTICS
windowing_clause,WINDOW_ANALYTICS
window_name_or_spec,WINDOW_ANALYTICS
window_name,WINDOW_ANALYTICS
window_spec,WINDOW_ANALYTICS
window_spec_details,WINDOW_ANALYTICS
opt_existing_window_name,WINDOW_ANALYTICS
opt_partition_clause,WINDOW_ANALYTICS
opt_window_order_by_clause,WINDOW_ANALYTICS
opt_window_frame_clause,WINDOW_ANALYTICS
window_frame_extent,WINDOW_ANALYTICS
window_frame_start,WINDOW_ANALYTICS
window_frame_between,WINDOW_ANALYTICS
window_frame_bound,WINDOW_ANALYTICS
opt_window_frame_exclusion,WINDOW_ANALYTICS
window_frame_units,WINDOW_ANALYTICS
grouping_operation,DML_SELECT
in_expression_user_variable_assignment,DML_SELECT
rvalue_system_or_user_variable,DML_SELECT
opt_distinct,DML_SELECT
opt_gconcat_separator,DML_SELECT
opt_gorder_clause,DML_SELECT
gorder_list,DML_SELECT
in_sum_expr,DML_SELECT
cast_type,EXPRESSION_LOGIC
opt_expr_list,EXPRESSION_LOGIC
expr_list,EXPRESSION_LOGIC
ident_list_arg,EXPRESSION_LOGIC
ident_list,EXPRESSION_LOGIC
opt_expr,EXPRESSION_LOGIC
opt_else,PROCEDURAL_LOGIC
when_list,PROCEDURAL_LOGIC
table_reference,DML_SELECT
esc_table_reference,DML_SELECT
joined_table,DML_SELECT
natural_join_type,DML_SELECT
inner_join_type,DML_SELECT
outer_join_type,DML_SELECT
opt_inner,DML_SELECT
opt_outer,DML_SELECT
opt_use_partition,PARTITIONING_STORAGE
use_partition,PARTITIONING_STORAGE
table_factor,DML_SELECT
table_reference_list_parens,DML_SELECT
single_table_parens,DML_SELECT
single_table,DML_SELECT
joined_table_parens,DML_SELECT
derived_table,DML_SELECT
table_function,DML_SELECT
columns_clause,DML_SELECT
columns_list,DML_SELECT
jt_column,DML_SELECT
jt_column_type,DML_SELECT
opt_on_empty_or_error,DML_SELECT
opt_on_empty_or_error_json_table,DML_SELECT
on_empty,DML_SELECT
on_error,DML_SELECT
json_on_response,DML_SELECT
index_hint_clause,PARTITIONING_STORAGE
index_hint_type,PARTITIONING_STORAGE
index_hint_definition,PARTITIONING_STORAGE
index_hints_list,PARTITIONING_STORAGE
opt_index_hints_list,PARTITIONING_STORAGE
opt_key_definition,PARTITIONING_STORAGE
opt_key_usage_list,PARTITIONING_STORAGE
key_usage_element,PARTITIONING_STORAGE
key_usage_list,PARTITIONING_STORAGE
using_list,PARTITIONING_STORAGE
ident_string_list,EXPRESSION_LOGIC
interval,EXPRESSION_LOGIC
interval_time_stamp,EXPRESSION_LOGIC
date_time_type,EXPRESSION_LOGIC
opt_as,EXPRESSION_LOGIC
opt_table_alias,DML_SELECT
opt_all,DML_SELECT
opt_where_clause,DML_SELECT
where_clause,DML_SELECT
opt_having_clause,DML_SELECT
opt_qualify_clause,WINDOW_ANALYTICS
with_clause,DML_SELECT
with_list,DML_SELECT
common_table_expr,DML_SELECT
opt_derived_column_list,DML_SELECT
simple_ident_list,EXPRESSION_LOGIC
opt_window_clause,WINDOW_ANALYTICS
window_definition_list,WINDOW_ANALYTICS
window_definition,WINDOW_ANALYTICS
opt_group_clause,DML_SELECT
group_list,DML_SELECT
olap_opt,WINDOW_ANALYTICS
alter_order_list,DDL_ALTER
alter_order_item,DDL_ALTER
opt_order_clause,DML_SELECT
order_clause,DML_SELECT
order_list,DML_SELECT
opt_ordering_direction,DML_SELECT
ordering_direction,DML_SELECT
opt_limit_clause,DML_SELECT
limit_clause,DML_SELECT
limit_options,DML_SELECT
limit_option,DML_SELECT
opt_simple_limit,DML_SELECT
ulong_num,EXPRESSION_LOGIC
real_ulong_num,EXPRESSION_LOGIC
ulonglong_num,EXPRESSION_LOGIC
real_ulonglong_num,EXPRESSION_LOGIC
dec_num_error,EXPRESSION_LOGIC
dec_num,EXPRESSION_LOGIC
select_var_list,DML_SELECT
select_var_ident,DML_SELECT
into_clause,DML_SELECT
into_destination,DML_SELECT
do_stmt,STATEMENT_CONTROL
drop_table_stmt,DDL_DROP
drop_index_stmt,DDL_DROP
drop_database_stmt,DDL_DROP
drop_function_stmt,DDL_DROP
drop_resource_group_stmt,SERVER_ADMIN
drop_procedure_stmt,DDL_DROP
drop_user_stmt,PRIVILEGES_SECURITY
drop_view_stmt,DDL_DROP
drop_event_stmt,DDL_DROP
drop_trigger_stmt,DDL_DROP
drop_tablespace_stmt,DDL_DROP
drop_undo_tablespace_stmt,DDL_DROP
drop_logfile_stmt,DDL_DROP
drop_server_stmt,SERVER_ADMIN
drop_srs_stmt,DDL_DROP
drop_role_stmt,PRIVILEGES_SECURITY
table_list,DML_SELECT
table_alias_ref_list,DML_SELECT
if_exists,DDL_DROP
opt_ignore_unknown_user,PRIVILEGES_SECURITY
opt_temporary,DDL_CREATE
opt_drop_ts_options,DDL_DROP
drop_ts_option_list,DDL_DROP
drop_ts_option,DDL_DROP
insert_stmt,DML_INSERT_REPLACE
replace_stmt,DML_INSERT_REPLACE
insert_lock_option,DML_INSERT_REPLACE
replace_lock_option,DML_INSERT_REPLACE
opt_INTO,DML_INSERT_REPLACE
insert_from_constructor,DML_INSERT_REPLACE
insert_query_expression,DML_INSERT_REPLACE
insert_columns,DML_INSERT_REPLACE
insert_values,DML_INSERT_REPLACE
query_expression_with_opt_locking_clauses,DML_INSERT_REPLACE
value_or_values,DML_INSERT_REPLACE
values_list,DML_INSERT_REPLACE
values_row_list,DML_INSERT_REPLACE
equal,EXPRESSION_LOGIC
opt_equal,EXPRESSION_LOGIC
row_value,DML_INSERT_REPLACE
row_value_explicit,DML_INSERT_REPLACE
opt_values,DML_INSERT_REPLACE
values,DML_INSERT_REPLACE
expr_or_default,EXPRESSION_LOGIC
opt_values_reference,DML_INSERT_REPLACE
opt_insert_update_list,DML_INSERT_REPLACE
update_stmt,DML_UPDATE
opt_with_clause,DML_UPDATE
update_list,DML_UPDATE
update_elem,DML_UPDATE
opt_low_priority,DML_UPDATE
delete_stmt,DML_DELETE_TRUNCATE
opt_wild,DML_DELETE_TRUNCATE
opt_delete_options,DML_DELETE_TRUNCATE
opt_delete_option,DML_DELETE_TRUNCATE
truncate_stmt,DML_DELETE_TRUNCATE
opt_table,DML_DELETE_TRUNCATE
opt_profile_defs,SHOW_DESCRIBE_EXPLAIN
profile_defs,SHOW_DESCRIBE_EXPLAIN
profile_def,SHOW_DESCRIBE_EXPLAIN
opt_for_query,SHOW_DESCRIBE_EXPLAIN
show_databases_stmt,SHOW_DESCRIBE_EXPLAIN
show_tables_stmt,SHOW_DESCRIBE_EXPLAIN
show_triggers_stmt,SHOW_DESCRIBE_EXPLAIN
show_events_stmt,SHOW_DESCRIBE_EXPLAIN
show_table_status_stmt,SHOW_DESCRIBE_EXPLAIN
show_open_tables_stmt,SHOW_DESCRIBE_EXPLAIN
show_plugins_stmt,SHOW_DESCRIBE_EXPLAIN
show_engine_logs_stmt,SHOW_DESCRIBE_EXPLAIN
show_engine_mutex_stmt,SHOW_DESCRIBE_EXPLAIN
show_engine_status_stmt,SHOW_DESCRIBE_EXPLAIN
show_columns_stmt,SHOW_DESCRIBE_EXPLAIN
