rulename,tag
select_stmt_with_into,Data Query
query_expression,Data Query
query_expression_body,Data Query
query_expression_parens,Data Query
query_primary,Data Query
query_specification,Data Query
opt_from_clause,Data Query
from_clause,Data Query
from_tables,Data Query
table_reference_list,Data Query
table_value_constructor,Data Query
explicit_table,Data Query
select_options,Data Query
select_option_list,Data Query
select_option,Data Query
locking_clause_list,Locking & Concurrency
locking_clause,Locking & Concurrency
lock_strength,Locking & Concurrency
table_locking_list,Locking & Concurrency
opt_locked_row_action,Locking & Concurrency
locked_row_action,Locking & Concurrency
select_item_list,Data Query
select_item,Data Query
select_alias,Data Query
optional_braces,Data Query
expr,Data Query
bool_pri,Data Query
predicate,Data Query
opt_of,Data Query
bit_expr,Data Query
or,Data Query
and,Data Query
not,Data Query
not2,Data Query
comp_op,Data Query
all_or_any,Data Query
simple_expr,Data Query
opt_array_cast,Data Query
function_call_keyword,Data Query
function_call_nonkeyword,Data Query
opt_returning_type,Data Query
function_call_conflict,Data Query
geometry_function,Data Query
function_call_generic,Data Query
fulltext_options,Data Query
opt_natural_language_mode,Data Query
opt_query_expansion,Data Query
opt_udf_expr_list,Data Query
udf_expr_list,Data Query
udf_expr,Data Query
set_function_specification,Data Query
sum_expr,Data Query
sampling_method,Data Query
sampling_percentage,Data Query
opt_tablesample_clause,Data Query
window_func_call,Data Query
opt_lead_lag_info,Data Query
stable_integer,Data Query
param_or_var,Data Query
opt_ll_default,Data Query
opt_null_treatment,Data Query
opt_from_first_last,Data Query
opt_windowing_clause,Data Query
windowing_clause,Data Query
window_name_or_spec,Data Query
window_name,Data Query
window_spec,Data Query
window_spec_details,Data Query
opt_existing_window_name,Data Query
opt_partition_clause,Data Query
opt_window_order_by_clause,Data Query
opt_window_frame_clause,Data Query
window_frame_extent,Data Query
window_frame_start,Data Query
window_frame_between,Data Query
window_frame_bound,Data Query
opt_window_frame_exclusion,Data Query
window_frame_units,Data Query
grouping_operation,Data Query
in_expression_user_variable_assignment,Data Query
rvalue_system_or_user_variable,Data Query
opt_distinct,Data Query
opt_gconcat_separator,Data Query
opt_gorder_clause,Data Query
gorder_list,Data Query
in_sum_expr,Data Query
cast_type,Data Query
opt_expr_list,Data Query
expr_list,Data Query
ident_list_arg,Data Query
ident_list,Data Query
opt_expr,Data Query
opt_else,Data Query
when_list,Data Query
table_reference,Data Query
esc_table_reference,Data Query
joined_table,Data Query
natural_join_type,Data Query
inner_join_type,Data Query
outer_join_type,Data Query
opt_inner,Data Query
opt_outer,Data Query
opt_use_partition,Data Query
use_partition,Data Query
table_factor,Data Query
table_reference_list_parens,Data Query
single_table_parens,Data Query
single_table,Data Query
joined_table_parens,Data Query
derived_table,Data Query
table_function,Data Query
columns_clause,Data Query
columns_list,Data Query
jt_column,Data Query
jt_column_type,Data Query
opt_on_empty_or_error,Data Query
opt_on_empty_or_error_json_table,Data Query
on_empty,Data Query
on_error,Data Query
json_on_response,Data Query
index_hint_clause,Data Query
index_hint_type,Data Query
index_hint_definition,Data Query
index_hints_list,Data Query
opt_index_hints_list,Data Query
opt_key_definition,Data Query
opt_key_usage_list,Data Query
key_usage_element,Data Query
key_usage_list,Data Query
using_list,Data Query
ident_string_list,Data Query
interval,Data Query
interval_time_stamp,Data Query
date_time_type,Data Query
opt_as,Data Query
opt_table_alias,Data Query
opt_all,Data Query
opt_where_clause,Data Query
where_clause,Data Query
opt_having_clause,Data Query
opt_qualify_clause,Data Query
with_clause,Data Query
with_list,Data Query
common_table_expr,Data Query
opt_derived_column_list,Data Query
simple_ident_list,Data Query
opt_window_clause,Data Query
window_definition_list,Data Query
window_definition,Data Query
opt_group_clause,Data Query
group_list,Data Query
olap_opt,Data Query
alter_order_list,Data Query
alter_order_item,Data Query
opt_order_clause,Data Query
order_clause,Data Query
order_list,Data Query
opt_ordering_direction,Data Query
ordering_direction,Data Query
opt_limit_clause,Data Query
limit_clause,Data Query
limit_options,Data Query
limit_option,Data Query
opt_simple_limit,Data Query
ulong_num,Data Query
real_ulong_num,Data Query
ulonglong_num,Data Query
real_ulonglong_num,Data Query
dec_num_error,Data Query
dec_num,Data Query
select_var_list,Data Query
select_var_ident,Data Query
into_clause,Data Query
into_destination,Data Query
do_stmt,Data Manipulation
drop_table_stmt,Data Definition
drop_index_stmt,Data Definition
drop_database_stmt,Database Management
drop_function_stmt,Stored Procedures & Functions
drop_resource_group_stmt,Resource Management
drop_procedure_stmt,Stored Procedures & Functions
drop_user_stmt,User Management
drop_view_stmt,Views
drop_event_stmt,Triggers & Events
drop_trigger_stmt,Triggers & Events
drop_tablespace_stmt,Data Definition
drop_undo_tablespace_stmt,Data Definition
drop_logfile_stmt,Data Definition
drop_server_stmt,Replication & Clustering
drop_srs_stmt,Data Definition
drop_role_stmt,User Management
table_list,Data Definition
table_alias_ref_list,Data Query
if_exists,Statement Control
opt_ignore_unknown_user,User Management
opt_temporary,Temporary Objects
opt_drop_ts_options,Data Definition
drop_ts_option_list,Data Definition
drop_ts_option,Data Definition
insert_stmt,Data Manipulation
replace_stmt,Data Manipulation
insert_lock_option,Locking & Concurrency
replace_lock_option,Locking & Concurrency
opt_INTO,Data Manipulation
insert_from_constructor,Data Manipulation
insert_query_expression,Data Manipulation
insert_columns,Data Manipulation
insert_values,Data Manipulation
query_expression_with_opt_locking_clauses,Data Query
value_or_values,Data Manipulation
values_list,Data Manipulation
values_row_list,Data Manipulation
equal,Data Manipulation
opt_equal,Data Manipulation
row_value,Data Manipulation
row_value_explicit,Data Manipulation
opt_values,Data Manipulation
values,Data Manipulation
expr_or_default,Data Manipulation
opt_values_reference,Data Manipulation
opt_insert_update_list,Data Manipulation
update_stmt,Data Manipulation
opt_with_clause,Data Manipulation
update_list,Data Manipulation
update_elem,Data Manipulation
opt_low_priority,Data Manipulation
delete_stmt,Data Manipulation
opt_wild,Data Manipulation
opt_delete_options,Data Manipulation
opt_delete_option,Data Manipulation
truncate_stmt,Data Manipulation
opt_table,Data Manipulation
opt_profile_defs,System Information
profile_defs,System Information
profile_def,System Information
opt_for_query,System Information
show_databases_stmt,System Information
show_tables_stmt,System Information
show_triggers_stmt,System Information
show_events_stmt,System Information
show_table_status_stmt,System Information
show_open_tables_stmt,System Information
show_plugins_stmt,System Information
show_engine_logs_stmt,System Information
show_engine_mutex_stmt,System Information
show_engine_status_stmt,System Information
show_columns_stmt,System Information
show_binary_logs_stmt,System Information
show_replicas_stmt,System Information
show_binlog_events_stmt,System Information
show_relaylog_events_stmt,System Information
show_keys_stmt,System Information
show_engines_stmt,System Information
show_count_warnings_stmt,System Information
show_count_errors_stmt,System Information
show_warnings_stmt,System Information
show_errors_stmt,System Information
show_profiles_stmt,System Information
show_profile_stmt,System Information
show_status_stmt,System Information
show_processlist_stmt,System Information
show_variables_stmt,System Information
show_character_set_stmt,System Information
show_collation_stmt,System Information
show_privileges_stmt,Security & Privileges
show_grants_stmt,Security & Privileges
show_create_database_stmt,Database Management
show_create_table_stmt,Data Definition
show_create_view_stmt,Views
show_binary_log_status_stmt,Replication & Clustering
show_replica_status_stmt,Replication & Clustering
show_create_procedure_stmt,Stored Procedures & Functions
show_create_function_stmt,Stored Procedures & Functions
show_create_trigger_stmt,Triggers & Events
show_procedure_status_stmt,Stored Procedures & Functions
show_function_status_stmt,Stored Procedures & Functions
show_procedure_code_stmt,Stored Procedures & Functions
show_function_code_stmt,Stored Procedures & Functions
show_create_event_stmt,Triggers & Events
show_create_user_stmt,User Management
show_parse_tree_stmt,System Information
engine_or_all,System Information
opt_storage,System Information
opt_db,System Information
opt_full,System Information
opt_extended,System Information
opt_show_cmd_type,System Information
from_or_in,System Information
opt_binlog_in,Replication & Clustering
binlog_from,Replication & Clustering
opt_wild_or_where,System Information
describe_stmt,Data Query
explain_stmt,Data Query
explainable_stmt,Data Query
describe_command,Data Query
opt_explain_format,Data Query
opt_explain_options,Data Query
opt_explain_into,Data Query
opt_explain_for_schema,Data Query
opt_describe_column,Data Query
flush,System Maintenance
1585_46,System Maintenance
flush_options,System Maintenance
1587_47,System Maintenance
opt_flush_lock,System Maintenance
1589_48,System Maintenance
flush_options_list,System Maintenance
flush_option,System Maintenance
opt_table_list,System Maintenance
reset,System Maintenance
1594_49,System Maintenance
reset_options,System Maintenance
opt_if_exists_ident,System Maintenance
persisted_variable_ident,System Variables
reset_option,System Maintenance
1599_50,System Maintenance
1600_51,System Maintenance
opt_replica_reset_options,Replication & Clustering
source_reset_options,Replication & Clustering
purge,Replication & Clustering
1604_52,Replication & Clustering
purge_options,Replication & Clustering
purge_option,Replication & Clustering
kill,Miscellaneous Operations
kill_option,Miscellaneous Operations
use,Database Management
load_stmt,Data Import/Export
data_or_xml,Data Import/Export
opt_local,Data Import/Export
opt_from_keyword,Data Import/Export
load_data_lock,Data Import/Export
load_source_type,Data Import/Export
opt_source_count,Data Import/Export
opt_source_order,Data Import/Export
opt_duplicate,Data Import/Export
duplicate,Data Import/Export
opt_field_term,Data Import/Export
field_term_list,Data Import/Export
field_term,Data Import/Export
opt_line_term,Data Import/Export
line_term_list,Data Import/Export
line_term,Data Import/Export
opt_xml_rows_identified_by,Data Import/Export
opt_ignore_lines,Data Import/Export
lines_or_rows,Data Import/Export
opt_field_or_var_spec,Data Import/Export
fields_or_vars,Data Import/Export
field_or_var,Data Import/Export
opt_load_data_set_spec,Data Import/Export
load_data_set_list,Data Import/Export
load_data_set_elem,Data Import/Export
opt_load_algorithm,Data Import/Export
opt_compression_algorithm,Data Import/Export
opt_load_parallel,Data Import/Export
opt_load_memory,Data Import/Export
text_literal,Data Manipulation
text_string,Data Manipulation
param_marker,Data Manipulation
signed_literal,Data Manipulation
signed_literal_or_null,Data Manipulation
null_as_literal,Data Manipulation
literal,Data Manipulation
literal_or_null,Data Manipulation
NUM_literal,Data Manipulation
int64_literal,Data Manipulation
temporal_literal,Data Manipulation
opt_interval,Data Manipulation
insert_column,Data Manipulation
table_wild,Data Query
order_expr,Data Query
grouping_expr,Data Query
simple_ident,Data Query
simple_ident_nospvar,Data Query
simple_ident_q,Data Query
table_ident,Data Query
table_ident_opt_wild,Data Query
IDENT_sys,Data Query
TEXT_STRING_sys_nonewline,Data Manipulation
filter_wild_db_table_string,Data Query
TEXT_STRING_sys,Data Manipulation
TEXT_STRING_literal,Data Manipulation
TEXT_STRING_filesystem,Data Import/Export
TEXT_STRING_password,User Management
TEXT_STRING_hash,User Management
TEXT_STRING_validated,User Management
ident,Data Query
role_ident,User Management
label_ident,User Management
lvalue_ident,User Management
ident_or_text,Data Query
role_ident_or_text,User Management
user_ident_or_text,User Management
user,User Management
role,User Management
schema,Database Management
ident_keyword,Statement Control
ident_keywords_ambiguous_1_roles_and_labels,User Management
ident_keywords_ambiguous_2_labels,User Management
label_keyword,User Management
ident_keywords_ambiguous_3_roles,User Management
ident_keywords_unambiguous,Statement Control
role_keyword,User Management
lvalue_keyword,User Management
ident_keywords_ambiguous_4_system_variables,System Variables
set,System Variables
start_option_value_list,Transaction Control
set_role_stmt,User Management
opt_except_role_list,User Management
set_resource_group_stmt,Resource Management
thread_id_list,Miscellaneous Operations
thread_id_list_options,Miscellaneous Operations
start_option_value_list_following_option_type,Transaction Control
option_value_list_continued,System Variables
option_value_list,System Variables
option_value,System Variables
option_type,System Variables
opt_var_type,System Variables
opt_rvalue_system_variable_type,System Variables
opt_set_var_ident_type,System Variables
option_value_following_option_type,System Variables
option_value_no_option_type,System Variables
lvalue_variable,System Variables
rvalue_system_variable,System Variables
transaction_characteristics,Transaction Control
transaction_access_mode,Transaction Control
opt_transaction_access_mode,Transaction Control
isolation_level,Transaction Control
opt_isolation_level,Transaction Control
transaction_access_mode_types,Transaction Control
isolation_types,Transaction Control
set_expr_or_default,System Variables
lock,Locking & Concurrency
1716_53,Locking & Concurrency
table_or_tables,Locking & Concurrency
table_lock_list,Locking & Concurrency
table_lock,Locking & Concurrency
lock_option,Locking & Concurrency
unlock,Locking & Concurrency
1722_54,Locking & Concurrency
shutdown_stmt,Miscellaneous Operations
restart_server_stmt,Miscellaneous Operations
alter_instance_stmt,Replication & Clustering
alter_instance_action,Replication & Clustering
handler_stmt,Data Manipulation
handler_scan_function,Data Manipulation
handler_rkey_function,Data Manipulation
handler_rkey_mode,Data Manipulation
revoke,Security & Privileges
1732_55,Security & Privileges
grant,Security & Privileges
1734_56,Security & Privileges
opt_acl_type,Security & Privileges
opt_privileges,Security & Privileges
role_or_privilege_list,Security & Privileges
role_or_privilege,Security & Privileges
opt_with_admin_option,Security & Privileges
opt_and,Security & Privileges
require_list,Security & Privileges
require_list_element,Security & Privileges
grant_ident,Security & Privileges
user_list,User Management
role_list,User Management
opt_retain_current_password,User Management
opt_discard_old_password,User Management
opt_user_registration,User Management
create_user,User Management
opt_create_user_with_mfa,User Management
identification,User Management
identified_by_password,User Management
identified_by_random_password,User Management
identified_with_plugin,User Management
identified_with_plugin_as_auth,User Management
identified_with_plugin_by_password,User Management
identified_with_plugin_by_random_password,User Management
opt_initial_auth,User Management
alter_user,User Management
factor,User Management
create_user_list,User Management
alter_user_list,User Management
opt_column_list,Data Definition
column_list,Data Definition
require_clause,Security & Privileges
grant_options,Security & Privileges
opt_grant_option,Security & Privileges
opt_with_roles,Security & Privileges
opt_grant_as,Security & Privileges
begin_stmt,Transaction Control
1771_57,Transaction Control
opt_work,Transaction Control
opt_chain,Transaction Control
opt_release,Transaction Control
opt_savepoint,Transaction Control
commit,Transaction Control
rollback,Transaction Control
savepoint,Transaction Control
release,Transaction Control
union_option,Data Query
row_subquery,Data Query
table_subquery,Data Query
subquery,Data Query
query_spec_option,Data Query
init_lex_create_info,Data Definition
view_or_trigger_or_sp_or_event,Data Definition
definer_tail,User Management
no_definer_tail,User Management
definer_opt,User Management
