rulename,tag
968_18,Stored-Program
969_19,Stored-Program
sp_elseifs,Stored-Program
case_stmt_specification,Stored-Program
simple_case_stmt,Stored-Program
973_20,Stored-Program
974_21,Stored-Program
searched_case_stmt,Stored-Program
976_22,Stored-Program
simple_when_clause_list,Stored-Program
searched_when_clause_list,Stored-Program
simple_when_clause,Stored-Program
980_23,Stored-Program
981_24,Stored-Program
searched_when_clause,Stored-Program
983_25,Stored-Program
984_26,Stored-Program
else_clause_opt,Stored-Program
sp_labeled_control,Stored-Program
987_27,Stored-Program
sp_opt_label,Stored-Program
sp_labeled_block,Stored-Program
990_28,Stored-Program
sp_unlabeled_block,Stored-Program
992_29,Stored-Program
sp_block_content,Stored-Program
994_30,Stored-Program
sp_unlabeled_control,Stored-Program
996_31,Stored-Program
997_32,Stored-Program
998_33,Stored-Program
999_34,Stored-Program
trg_action_time,Stored-Program
trg_event,Stored-Program
opt_ts_datafile_name,Options-List
opt_logfile_group_name,Options-List
opt_tablespace_options,Options-List
tablespace_option_list,Options-List
tablespace_option,Options-List
opt_alter_tablespace_options,Options-List
alter_tablespace_option_list,Options-List
alter_tablespace_option,Options-List
opt_undo_tablespace_options,Options-List
undo_tablespace_option_list,Options-List
undo_tablespace_option,Options-List
opt_logfile_group_options,Options-List
logfile_group_option_list,Options-List
logfile_group_option,Options-List
opt_alter_logfile_group_options,Options-List
alter_logfile_group_option_list,Options-List
alter_logfile_group_option,Options-List
ts_datafile,Options-List
undo_tablespace_state,Options-List
lg_undofile,Options-List
ts_option_initial_size,Options-List
ts_option_autoextend_size,Options-List
option_autoextend_size,Options-List
ts_option_max_size,Options-List
ts_option_extent_size,Options-List
ts_option_undo_buffer_size,Options-List
ts_option_redo_buffer_size,Options-List
ts_option_nodegroup,Options-List
ts_option_comment,Options-List
ts_option_engine,Options-List
ts_option_file_block_size,Options-List
ts_option_wait,Options-List
ts_option_encryption,Options-List
ts_option_engine_attribute,Options-List
size_number,Literal
opt_create_table_options_etc,Options-List
opt_create_partitioning_etc,Options-List
as_create_query_expression,Expression
partition_clause,Partition-Clause
part_type_def,Partition-Clause
opt_linear,Partition-Clause
opt_key_algo,Options-List
opt_num_parts,Partition-Clause
opt_sub_part,Partition-Clause
opt_name_list,Identifier
name_list,Identifier
opt_num_subparts,Partition-Clause
opt_part_defs,Partition-Clause
part_def_list,Partition-Clause
part_definition,Partition-Clause
opt_part_values,Partition-Clause
part_func_max,Partition-Clause
part_values_in,Partition-Clause
part_value_list,Partition-Clause
part_value_item_list_paren,Partition-Clause
part_value_item_list,Partition-Clause
part_value_item,Partition-Clause
opt_sub_partition,Partition-Clause
sub_part_list,Partition-Clause
sub_part_definition,Partition-Clause
opt_part_options,Partition-Clause
part_option_list,Partition-Clause
part_option,Partition-Clause
alter_database_options,DDL-Statement
alter_database_option,DDL-Statement
opt_create_database_options,DDL-Statement
create_database_options,DDL-Statement
create_database_option,DDL-Statement
opt_if_not_exists,Clause-Modifier
create_table_options_space_separated,Options-List
create_table_options,Options-List
opt_comma,Clause-Modifier
create_table_option,Options-List
ternary_option,Options-List
default_charset,Options-List
default_collation,Options-List
default_encryption,Options-List
row_types,Data-Type
merge_insert_types,Data-Type
udf_type,Data-Type
table_element_list,DDL-Statement
table_element,DDL-Statement
column_def,DDL-Statement
opt_references,Constraint
table_constraint_def,Constraint
check_constraint,Constraint
opt_constraint_name,Constraint
opt_not,Constraint
opt_constraint_enforcement,Constraint
constraint_enforcement,Constraint
field_def,DDL-Statement
opt_generated_always,Data-Type
opt_stored_attribute,Data-Type
type,Data-Type
spatial_type,Data-Type
nchar,Data-Type
varchar,Data-Type
nvarchar,Data-Type
int_type,Data-Type
real_type,Data-Type
opt_PRECISION,Data-Type
numeric_type,Data-Type
standard_float_options,Data-Type
float_options,Data-Type
precision,Data-Type
type_datetime_precision,Data-Type
func_datetime_precision,Data-Type
field_options,Options-List
field_opt_list,Options-List
field_option,Options-List
field_length,Options-List
opt_field_length,Options-List
opt_precision,Options-List
opt_column_attribute_list,Options-List
column_attribute_list,Options-List
column_attribute,Options-List
column_format,Options-List
storage_media,Options-List
now,Expression
now_or_signed_literal,Expression
character_set,Options-List
charset_name,Options-List
opt_load_data_charset,Options-List
old_or_new_charset_name,Options-List
old_or_new_charset_name_or_default,Options-List
collation_name,Options-List
opt_collate,Options-List
opt_default,Options-List
ascii,Options-List
unicode,Options-List
opt_charset_with_opt_binary,Options-List
opt_bin_mod,Options-List
ws_num_codepoints,Options-List
1137_36,Options-List
opt_primary,Constraint
references,Constraint
opt_ref_list,Constraint
reference_list,Constraint
opt_match_clause,Constraint
opt_on_update_delete,Constraint
delete_option,Constraint
constraint_key_type,Index-Definition
key_or_index,Index-Definition
opt_key_or_index,Index-Definition
keys_or_index,Index-Definition
opt_unique,Index-Definition
opt_fulltext_index_options,Index-Definition
fulltext_index_options,Index-Definition
fulltext_index_option,Index-Definition
opt_spatial_index_options,Index-Definition
spatial_index_options,Index-Definition
spatial_index_option,Index-Definition
opt_index_options,Options-List
index_options,Options-List
index_option,Index-Definition
common_index_option,Index-Definition
opt_index_name_and_type,Options-List
opt_index_type_clause,Options-List
index_type_clause,Index-Definition
visibility,Index-Definition
index_type,Index-Definition
key_list,Index-Definition
key_part,Index-Definition
key_list_with_expression,Index-Definition
key_part_with_expression,Index-Definition
opt_ident,Identifier
string_list,Options-List
alter_table_stmt,DDL-Statement
alter_database_stmt,DDL-Statement
1173_37,DDL-Statement
alter_procedure_stmt,Stored-Program
1175_38,Stored-Program
alter_function_stmt,Stored-Program
1177_39,Stored-Program
alter_view_stmt,DDL-Statement
1179_40,DDL-Statement
1180_41,DDL-Statement
alter_event_stmt,Event-Scheduling
1182_42,Event-Scheduling
alter_logfile_stmt,DDL-Statement
alter_tablespace_stmt,DDL-Statement
alter_undo_tablespace_stmt,DDL-Statement
alter_server_stmt,DDL-Statement
alter_user_stmt,Privilege-Control
opt_replace_password,Clause-Modifier
alter_resource_group_stmt,DDL-Statement
alter_user_command,Privilege-Control
opt_user_attribute,Options-List
opt_account_lock_password_expire_options,Options-List
opt_account_lock_password_expire_option_list,Options-List
opt_account_lock_password_expire_option,Options-List
connect_options,Options-List
connect_option_list,Options-List
connect_option,Options-List
user_func,Stored-Program
ev_alter_on_schedule_completion,Event-Scheduling
opt_ev_rename_to,Event-Scheduling
opt_ev_sql_stmt,Event-Scheduling
ident_or_empty,Identifier
opt_alter_table_actions,Options-List
standalone_alter_table_action,DDL-Statement
alter_table_partition_options,Partition-Clause
opt_alter_command_list,Options-List
standalone_alter_commands,DDL-Statement
opt_with_validation,Clause-Modifier
with_validation,Clause-Modifier
all_or_alt_part_name_list,Identifier
alter_list,DDL-Statement
alter_commands_modifier_list,Options-List
alter_list_item,DDL-Statement
alter_commands_modifier,Clause-Modifier
opt_index_lock_and_algorithm,Options-List
alter_algorithm_option,Options-List
alter_algorithm_option_value,Options-List
alter_lock_option,Options-List
alter_lock_option_value,Options-List
opt_column,Identifier
opt_ignore,Clause-Modifier
opt_restrict,Clause-Modifier
opt_place,Clause-Modifier
opt_to,Clause-Modifier
group_replication,Replication-Control
group_replication_start,Replication-Control
opt_group_replication_start_options,Options-List
group_replication_start_options,Options-List
group_replication_start_option,Options-List
group_replication_user,Replication-Control
group_replication_password,Replication-Control
group_replication_plugin_auth,Replication-Control
stop_replica_stmt,Replication-Control
start_replica_stmt,Replication-Control
1235_43,Replication-Control
1236_44,Replication-Control
start,Transaction-Control
opt_start_transaction_option_list,Options-List
start_transaction_option_list,Options-List
start_transaction_option,Options-List
opt_user_option,Options-List
opt_password_option,Options-List
opt_default_auth_option,Options-List
opt_plugin_dir_option,Options-List
opt_replica_thread_option_list,Options-List
replica_thread_option_list,Options-List
replica_thread_option,Options-List
opt_replica_until,Options-List
replica_until,Options-List
checksum,Utility-Statement
opt_checksum_type,Options-List
repair_table_stmt,Utility-Statement
opt_mi_repair_types,Options-List
mi_repair_types,Options-List
mi_repair_type,Options-List
analyze_table_stmt,Utility-Statement
opt_histogram_auto_update,Options-List
opt_histogram_num_buckets,Options-List
opt_histogram_update_param,Options-List
opt_histogram,Options-List
binlog_base64_event,Utility-Statement
check_table_stmt,Utility-Statement
opt_mi_check_types,Options-List
mi_check_types,Options-List
mi_check_type,Options-List
optimize_table_stmt,Utility-Statement
opt_no_write_to_binlog,Clause-Modifier
rename,DDL-Statement
1269_45,DDL-Statement
rename_list,Options-List
table_to_table_list,Options-List
table_to_table,DDL-Statement
keycache_stmt,Utility-Statement
keycache_list,Options-List
assign_to_keycache,Utility-Statement
key_cache_name,Identifier
preload_stmt,Utility-Statement
preload_list,Options-List
preload_keys,Options-List
adm_partition,DDL-Statement
opt_cache_key_list,Options-List
opt_ignore_leaves,Clause-Modifier
select_stmt,DML-Statement
select_stmt_with_into,DML-Statement
query_expression,Expression
query_expression_body,Expression
query_expression_parens,Expression
query_primary,Expression
query_specification,Expression
opt_from_clause,Options-List
from_clause,Options-List
from_tables,Options-List
table_reference_list,Options-List
table_value_constructor,Expression
explicit_table,Identifier
select_options,Options-List
select_option_list,Options-List
select_option,Options-List
locking_clause_list,Options-List
locking_clause,Options-List
lock_strength,Options-List
table_locking_list,Options-List
opt_locked_row_action,Options-List
locked_row_action,Options-List
select_item_list,Options-List
select_item,Expression
select_alias,Identifier
optional_braces,Clause-Modifier
expr,Expression
bool_pri,Predicate
predicate,Predicate
opt_of,Clause-Modifier
bit_expr,Expression
or,Predicate
and,Predicate
not,Predicate
not2,Predicate
comp_op,Predicate
all_or_any,Predicate
simple_expr,Expression
opt_array_cast,Clause-Modifier
function_call_keyword,Expression
function_call_nonkeyword,Expression
opt_returning_type,Clause-Modifier
function_call_conflict,Expression
geometry_function,Expression
function_call_generic,Expression
fulltext_options,Options-List
opt_natural_language_mode,Options-List
opt_query_expansion,Options-List
opt_udf_expr_list,Options-List
udf_expr_list,Options-List
udf_expr,Expression
set_function_specification,Expression
sum_expr,Expression
sampling_method,Options-List
sampling_percentage,Options-List
opt_tablesample_clause,Options-List
window_func_call,Window-Function
opt_lead_lag_info,Window-Function
stable_integer,Literal
param_or_var,Identifier
opt_ll_default,Options-List
opt_null_treatment,Options-List
opt_from_first_last,Options-List
opt_windowing_clause,Options-List
windowing_clause,Window-Function
window_name_or_spec,Window-Function
window_name,Window-Function
window_spec,Window-Function
window_spec_details,Window-Function
opt_existing_window_name,Window-Function
opt_partition_clause,Partition-Clause
opt_window_order_by_clause,Window-Function
opt_window_frame_clause,Window-Function
window_frame_extent,Window-Function
window_frame_start,Window-Function
window_frame_between,Window-Function
window_frame_bound,Window-Function
opt_window_frame_exclusion,Window-Function
window_frame_units,Window-Function
grouping_operation,Expression
in_expression_user_variable_assignment,Expression
rvalue_system_or_user_variable,Expression
opt_distinct,Clause-Modifier
opt_gconcat_separator,Options-List
opt_gorder_clause,Options-List
gorder_list,Options-List
in_sum_expr,Expression
cast_type,Data-Type
opt_expr_list,Options-List
expr_list,Options-List
ident_list_arg,Identifier
ident_list,Identifier
opt_expr,Expression
opt_else,Clause-Modifier
when_list,Predicate
table_reference,Join-Clause
esc_table_reference,Join-Clause
joined_table,Join-Clause
natural_join_type,Join-Clause
inner_join_type,Join-Clause
outer_join_type,Join-Clause
opt_inner,Clause-Modifier
opt_outer,Clause-Modifier
opt_use_partition,Clause-Modifier
use_partition,Clause-Modifier
table_factor,Join-Clause
table_reference_list_parens,Join-Clause
single_table_parens,Join-Clause
single_table,Join-Clause
joined_table_parens,Join-Clause
derived_table,Join-Clause
table_function,Join-Clause
columns_clause,Options-List
columns_list,Options-List
jt_column,Identifier
jt_column_type,Data-Type
opt_on_empty_or_error,Options-List
opt_on_empty_or_error_json_table,Options-List
on_empty,Options-List
on_error,Options-List
json_on_response,Options-List
index_hint_clause,Options-List
index_hint_type,Index-Definition
index_hint_definition,Index-Definition
index_hints_list,Options-List
opt_index_hints_list,Options-List
opt_key_definition,Index-Definition
opt_key_usage_list,Index-Definition
key_usage_element,Index-Definition
key_usage_list,Index-Definition
using_list,Options-List
ident_string_list,Identifier
interval,Data-Type
interval_time_stamp,Data-Type
date_time_type,Data-Type
opt_as,Clause-Modifier
opt_table_alias,Clause-Modifier
opt_all,Clause-Modifier
opt_where_clause,Options-List
where_clause,Predicate
opt_having_clause,Options-List
opt_qualify_clause,Options-List
with_clause,Options-List
with_list,Options-List
common_table_expr,Options-List
opt_derived_column_list,Options-List
simple_ident_list,Identifier
opt_window_clause,Window-Function
window_definition_list,Window-Function
window_definition,Window-Function
opt_group_clause,Options-List
group_list,Identifier
olap_opt,Options-List
alter_order_list,DDL-Statement
alter_order_item,DDL-Statement
opt_order_clause,Options-List
order_clause,Options-List
order_list,Identifier
opt_ordering_direction,Options-List
ordering_direction,Options-List
opt_limit_clause,Options-List
limit_clause,Options-List
limit_options,Options-List
limit_option,Options-List
opt_simple_limit,Clause-Modifier
ulong_num,Literal
real_ulong_num,Literal
ulonglong_num,Literal
real_ulonglong_num,Literal
dec_num_error,Literal
dec_num,Literal
select_var_list,Identifier
select_var_ident,Identifier
into_clause,Clause-Modifier
into_destination,Identifier
do_stmt,Utility-Statement
drop_table_stmt,DDL-Statement
drop_index_stmt,DDL-Statement
drop_database_stmt,DDL-Statement
drop_function_stmt,DDL-Statement
drop_resource_group_stmt,DDL-Statement
drop_procedure_stmt,DDL-Statement
drop_user_stmt,DDL-Statement
drop_view_stmt,DDL-Statement
drop_event_stmt,DDL-Statement
drop_trigger_stmt,DDL-Statement
drop_tablespace_stmt,DDL-Statement
drop_undo_tablespace_stmt,DDL-Statement
drop_logfile_stmt,DDL-Statement
drop_server_stmt,DDL-Statement
drop_srs_stmt,DDL-Statement
drop_role_stmt,DDL-Statement
table_list,Options-List
table_alias_ref_list,Options-List
if_exists,Clause-Modifier
opt_ignore_unknown_user,Clause-Modifier
opt_temporary,Clause-Modifier
opt_drop_ts_options,Options-List
drop_ts_option_list,Options-List
drop_ts_option,Options-List
insert_stmt,DML-Statement
replace_stmt,DML-Statement
insert_lock_option,Options-List
replace_lock_option,Options-List
opt_INTO,Clause-Modifier
insert_from_constructor,Expression
insert_query_expression,Expression
insert_columns,Options-List
insert_values,Options-List
query_expression_with_opt_locking_clauses,Expression
value_or_values,Options-List
values_list,Options-List
values_row_list,Options-List
equal,Predicate
opt_equal,Clause-Modifier
row_value,Expression
row_value_explicit,Expression
opt_values,Clause-Modifier
values,Expression
expr_or_default,Expression
opt_values_reference,Clause-Modifier
opt_insert_update_list,Options-List
update_stmt,DML-Statement
opt_with_clause,Clause-Modifier
update_list,Options-List
update_elem,Options-List
opt_low_priority,Clause-Modifier
delete_stmt,DML-Statement
opt_wild,Clause-Modifier
opt_delete_options,Options-List
opt_delete_option,Options-List
truncate_stmt,DDL-Statement
opt_table,Clause-Modifier
opt_profile_defs,Options-List
profile_defs,Options-List
profile_def,Options-List
opt_for_query,Clause-Modifier
show_databases_stmt,Utility-Statement
show_tables_stmt,Utility-Statement
show_triggers_stmt,Utility-Statement
show_events_stmt,Utility-Statement
show_table_status_stmt,Utility-Statement
show_open_tables_stmt,Utility-Statement
show_plugins_stmt,Utility-Statement
show_engine_logs_stmt,Utility-Statement
show_engine_mutex_stmt,Utility-Statement
show_engine_status_stmt,Utility-Statement
show_columns_stmt,Utility-Statement
show_binary_logs_stmt,Utility-Statement
show_replicas_stmt,Utility-Statement
show_binlog_events_stmt,Utility-Statement
show_relaylog_events_stmt,Utility-Statement
show_keys_stmt,Utility-Statement
show_engines_stmt,Utility-Statement
show_count_warnings_stmt,Utility-Statement
show_count_errors_stmt,Utility-Statement
show_warnings_stmt,Utility-Statement
show_errors_stmt,Utility-Statement
show_profiles_stmt,Utility-Statement
show_profile_stmt,Utility-Statement
show_status_stmt,Utility-Statement
show_processlist_stmt,Utility-Statement
show_variables_stmt,Utility-Statement
show_character_set_stmt,Utility-Statement
show_collation_stmt,Utility-Statement
show_privileges_stmt,Utility-Statement
show_grants_stmt,Utility-Statement
show_create_database_stmt,Utility-Statement
show_create_table_stmt,Utility-Statement
show_create_view_stmt,Utility-Statement
show_binary_log_status_stmt,Utility-Statement
show_replica_status_stmt,Utility-Statement
show_create_procedure_stmt,Utility-Statement
show_create_function_stmt,Utility-Statement
show_create_trigger_stmt,Utility-Statement
show_procedure_status_stmt,Utility-Statement
show_function_status_stmt,Utility-Statement
show_procedure_code_stmt,Utility-Statement
show_function_code_stmt,Utility-Statement
show_create_event_stmt,Utility-Statement
show_create_user_stmt,Utility-Statement
show_parse_tree_stmt,Utility-Statement
engine_or_all,Identifier
opt_storage,Clause-Modifier
opt_db,Clause-Modifier
opt_full,Clause-Modifier
opt_extended,Clause-Modifier
opt_show_cmd_type,Options-List
from_or_in,Clause-Modifier
opt_binlog_in,Clause-Modifier
binlog_from,Identifier
opt_wild_or_where,Clause-Modifier
describe_stmt,Utility-Statement
explain_stmt,Utility-Statement
explainable_stmt,Utility-Statement
describe_command,Utility-Statement
opt_explain_format,Options-List
opt_explain_options,Options-List
opt_explain_into,Options-List
opt_explain_for_schema,Options-List
opt_describe_column,Options-List
flush,Utility-Statement
1585_46,Utility-Statement
flush_options,Options-List
1587_47,Utility-Statement
opt_flush_lock,Clause-Modifier
1589_48,Utility-Statement
flush_options_list,Options-List
flush_option,Options-List
opt_table_list,Options-List
reset,Utility-Statement
1594_49,Utility-Statement
reset_options,Options-List
opt_if_exists_ident,Clause-Modifier
persisted_variable_ident,Identifier
reset_option,Options-List
1599_50,Utility-Statement
1600_51,Utility-Statement
opt_replica_reset_options,Options-List
source_reset_options,Options-List
purge,Utility-Statement
1604_52,Utility-Statement
purge_options,Options-List
purge_option,Options-List
kill,Utility-Statement
kill_option,Options-List
use,Utility-Statement
load_stmt,Utility-Statement
data_or_xml,Identifier
opt_local,Clause-Modifier
opt_from_keyword,Clause-Modifier
load_data_lock,Options-List
load_source_type,Identifier
opt_source_count,Clause-Modifier
opt_source_order,Clause-Modifier
opt_duplicate,Clause-Modifier
duplicate,Clause-Modifier
opt_field_term,Clause-Modifier
field_term_list,Options-List
field_term,Identifier
opt_line_term,Clause-Modifier
line_term_list,Options-List
line_term,Identifier
opt_xml_rows_identified_by,Clause-Modifier
opt_ignore_lines,Clause-Modifier
lines_or_rows,Identifier
opt_field_or_var_spec,Clause-Modifier
fields_or_vars,Options-List
field_or_var,Identifier
opt_load_data_set_spec,Clause-Modifier
load_data_set_list,Options-List
load_data_set_elem,Options-List
opt_load_algorithm,Clause-Modifier
opt_compression_algorithm,Clause-Modifier
opt_load_parallel,Clause-Modifier
opt_load_memory,Clause-Modifier
text_literal,Literal
text_string,Literal
param_marker,Identifier
signed_literal,Literal
signed_literal_or_null,Literal
null_as_literal,Literal
literal,Literal
literal_or_null,Literal
NUM_literal,Literal
int64_literal,Literal
temporal_literal,Literal
opt_interval,Clause-Modifier
insert_column,Identifier
table_wild,Identifier
order_expr,Expression
grouping_expr,Expression
simple_ident,Identifier
simple_ident_nospvar,Identifier
simple_ident_q,Identifier
table_ident,Identifier
table_ident_opt_wild,Identifier
IDENT_sys,Identifier
TEXT_STRING_sys_nonewline,Literal
filter_wild_db_table_string,Identifier
TEXT_STRING_sys,Literal
TEXT_STRING_literal,Literal
TEXT_STRING_filesystem,Literal
TEXT_STRING_password,Literal
TEXT_STRING_hash,Literal
TEXT_STRING_validated,Literal
ident,Identifier
role_ident,Identifier
label_ident,Identifier
lvalue_ident,Identifier
ident_or_text,Identifier
role_ident_or_text,Identifier
user_ident_or_text,Identifier
user,Identifier
role,Identifier
schema,Identifier
ident_keyword,Identifier
ident_keywords_ambiguous_1_roles_and_labels,Identifier
ident_keywords_ambiguous_2_labels,Identifier
label_keyword,Identifier
ident_keywords_ambiguous_3_roles,Identifier
ident_keywords_unambiguous,Identifier
role_keyword,Identifier
lvalue_keyword,Identifier
ident_keywords_ambiguous_4_system_variables,Identifier
set,Utility-Statement
start_option_value_list,Options-List
set_role_stmt,Privilege-Control
opt_except_role_list,Options-List
set_resource_group_stmt,DDL-Statement
thread_id_list,Options-List
thread_id_list_options,Options-List
start_option_value_list_following_option_type,Options-List
option_value_list_continued,Options-List
option_value_list,Options-List
option_value,Options-List
option_type,Identifier
opt_var_type,Clause-Modifier
opt_rvalue_system_variable_type,Clause-Modifier
opt_set_var_ident_type,Clause-Modifier
option_value_following_option_type,Options-List
option_value_no_option_type,Options-List
lvalue_variable,Identifier
rvalue_system_variable,Identifier
transaction_characteristics,Options-List
transaction_access_mode,Identifier
opt_transaction_access_mode,Clause-Modifier
isolation_level,Identifier
opt_isolation_level,Clause-Modifier
transaction_access_mode_types,Identifier
isolation_types,Identifier
set_expr_or_default,Expression
lock,DDL-Statement
1716_53,DDL-Statement
table_or_tables,Identifier
table_lock_list,Options-List
table_lock,DDL-Statement
lock_option,Options-List
unlock,DDL-Statement
1722_54,DDL-Statement
shutdown_stmt,Utility-Statement
restart_server_stmt,Utility-Statement
alter_instance_stmt,DDL-Statement
alter_instance_action,Options-List
handler_stmt,DDL-Statement
handler_scan_function,Identifier
handler_rkey_function,Identifier
handler_rkey_mode,Identifier
revoke,Privilege-Control
1732_55,Privilege-Control
grant,Privilege-Control
1734_56,Privilege-Control
opt_acl_type,Options-List
opt_privileges,Options-List
role_or_privilege_list,Options-List
role_or_privilege,Identifier
opt_with_admin_option,Clause-Modifier
opt_and,Clause-Modifier
require_list,Options-List
require_list_element,Identifier
grant_ident,Identifier
user_list,Options-List
role_list,Options-List
opt_retain_current_password,Clause-Modifier
opt_discard_old_password,Clause-Modifier
opt_user_registration,Clause-Modifier
create_user,DDL-Statement
opt_create_user_with_mfa,Clause-Modifier
identification,Identifier
identified_by_password,Clause-Modifier
identified_by_random_password,Clause-Modifier
identified_with_plugin,Clause-Modifier
identified_with_plugin_as_auth,Clause-Modifier
identified_with_plugin_by_password,Clause-Modifier
identified_with_plugin_by_random_password,Clause-Modifier
opt_initial_auth,Clause-Modifier
alter_user,DDL-Statement
factor,Identifier
create_user_list,Options-List
alter_user_list,Options-List
opt_column_list,Options-List
column_list,Options-List
require_clause,Clause-Modifier
grant_options,Privilege-Control
opt_grant_option,Privilege-Control
opt_with_roles,Privilege-Control
opt_grant_as,Privilege-Control
begin_stmt,Transaction-Control
1771_57,Transaction-Control
opt_work,Transaction-Control
opt_chain,Transaction-Control
opt_release,Transaction-Control
opt_savepoint,Transaction-Control
commit,Transaction-Control
rollback,Transaction-Control
savepoint,Transaction-Control
release,Transaction-Control
union_option,Clause-Modifier
row_subquery,Expression
table_subquery,Expression
subquery,Expression
query_spec_option,Options-List
init_lex_create_info,DDL-Statement
view_or_trigger_or_sp_or_event,DDL-Statement
definer_tail,Stored-Program
no_definer_tail,Stored-Program
definer_opt,Stored-Program
no_definer,Stored-Program
definer,Stored-Program
view_replace_or_algorithm,DDL-Statement
view_replace,DDL-Statement
view_algorithm,DDL-Statement
view_suid,DDL-Statement
view_tail,DDL-Statement
1797_58,DDL-Statement
view_query_block,DDL-Statement
view_check_option,DDL-Statement
trigger_action_order,DDL-Statement
trigger_follows_precedes_clause,DDL-Statement
trigger_tail,DDL-Statement
1803_59,DDL-Statement
udf_tail,DDL-Statement
sf_tail,DDL-Statement
1806_60,Stored-Program
1807_61,Stored-Program
1808_62,Stored-Program
1809_63,Stored-Program
routine_string,Stored-Program
stored_routine_body,Stored-Program
sp_tail,Stored-Program
1813_64,DDL-Statement
1814_65,DDL-Statement
1815_66,DDL-Statement
1816_67,DDL-Statement
xa,Transaction-Control
opt_convert_xid,Transaction-Control
xid,Transaction-Control
begin_or_start,Transaction-Control
opt_join_or_resume,Transaction-Control
opt_one_phase,Transaction-Control
opt_suspend,Transaction-Control
install_option_type,Utility-Statement
install_set_rvalue,Utility-Statement
install_set_value,Utility-Statement
install_set_value_list,Options-List
opt_install_set_value_list,Options-List
install_stmt,Utility-Statement
uninstall,Utility-Statement
